grid_id,n,avg_total_time,avg_travel_time,avg_total_distance,avg_travel_distance
1kmN3385E4313,"7",34.7071428571429,16.5952380952381,5902.42857142857,4878.14285714286
1kmN3385E4314,"14",46.1761904761905,20.0392857142857,8261.14285714286,6820.57142857143
1kmN3385E4315,"2",46.8166666666667,12,6353,4298.5
1kmN3385E4316,"37",36.7698198198198,16.3009009009009,7195.18918918919,6078.94594594595
1kmN3385E4317,"87",27.6266283524904,10.8,4068.36781609195,3330.925
1kmN3385E4318,"81",27.4069958847737,10.1429223744292,3666.71604938272,2915.04109589041
1kmN3385E4319,"76",25.75,9.43055555555556,4057.21052631579,3271.16666666667
1kmN3385E4320,"29",25.4614942528736,8.92307692307692,3521.31034482759,2805.80769230769
1kmN3385E4321,"33",32.4,15.6458333333333,4692.72727272727,4243.32142857143
1kmN3385E4322,"56",32.5901785714286,13.529012345679,5200.39285714286,4235.75925925926
1kmN3385E4323,"59",31.425988700565,12.7219298245614,5502.15254237288,4565.56140350877
1kmN3385E4324,"45",29.7892592592593,10.2774074074074,4761.86666666667,3646.88888888889
1kmN3385E4325,"45",33.6537037037037,14.2418518518519,6101.73333333333,4997.46666666667
1kmN3385E4326,"40",34.60125,14.6283333333333,6006.975,4878.525
1kmN3385E4327,"41",39.5638211382114,17.7357723577236,6779.53658536585,5549.31707317073
1kmN3385E4328,"22",36.2613636363636,15.3106060606061,6543.59090909091,5352.63636363636
1kmN3385E4329,"18",37.6768518518519,17.5185185185185,6799.16666666667,5666.11111111111
1kmN3385E4330,"19",43.8456140350877,21.8535087719298,8448.15789473684,7189.52631578947
1kmN3386E4304,"5",47.7233333333333,24.4,13526.8,12208.4
1kmN3386E4305,"3",40.1777777777778,13.3333333333333,6771,5212.33333333333
1kmN3386E4307,"4",46.7916666666667,13,9500.25,7532.25
1kmN3386E4308,"3",45.6111111111111,18.1333333333333,9577.66666666667,7979.66666666667
1kmN3386E4309,"3",31.6333333333333,15.6666666666667,4928,4028.33333333333
1kmN3386E4310,"4",41.3333333333333,23.5,8557.5,7515
1kmN3386E4311,"25",38.7653333333333,19.56,7252.96,6178.68
1kmN3386E4312,"18",36.0712962962963,19.1666666666667,6642.44444444444,5707.27777777778
1kmN3386E4313,"1",40.5166666666667,16,5689,4246
1kmN3386E4314,"1",31.1,10,3718,2582
1kmN3386E4315,"9",34.8833333333333,12.7777777777778,7417,6134
1kmN3386E4316,"37",37.2454954954955,15.1891891891892,6007.2972972973,4760.78378378378
1kmN3386E4317,"36",37.0175925925926,13.8226851851852,6103.19444444444,4774.38888888889
1kmN3386E4318,"39",28.9641025641026,10.9968468468468,4278.46153846154,3394.48648648649
1kmN3386E4319,"57",29.1330409356725,12.3993710691824,4532.61403508772,3789.47169811321
1kmN3386E4320,"49",25.0789115646259,9.13804347826087,3828.85714285714,3083.13043478261
1kmN3386E4321,"43",28.7941860465116,12.8873983739837,4457.09302325581,3709.39024390244
